variant,frame,episode_id,progress,planner_phase,total_energy,sensitive_energy,null_energy,sensitive_ratio
original_P0_raw,episode_000004_000009,episode_000004,9,alignment,244.4974372596839,51.17153117351651,239.08256152197904,0.20929270976025227
original_P0_raw,episode_000004_000010,episode_000004,10,alignment,250.02788928378186,63.75429494447177,241.7629733764796,0.25498873396523614
original_P0_raw,episode_000004_000011,episode_000004,11,alignment,250.0164235108577,79.01536263987393,237.2019909108053,0.316040688568775
original_P0_raw,episode_000004_000012,episode_000004,12,alignment,253.61676810909782,81.92490122866003,240.02036502092525,0.3230263591775547
original_P0_raw,episode_000004_000013,episode_000004,13,alignment,304.4279574034216,98.38638069934586,288.09113374365216,0.3231844457996552
original_P0_raw,episode_000004_000014,episode_000004,14,alignment,306.93822678650565,85.09610227916957,294.90630450998754,0.27724178630366275
original_P0_raw,episode_000004_000015,episode_000004,15,alignment,316.2830969237177,67.9276242769039,308.9026307103156,0.21476843036378554
original_P0_raw,episode_000004_000016,episode_000004,16,alignment,287.8842796490466,52.12001070039196,283.12693788059363,0.18104500448558816
original_P0_raw,episode_000004_000017,episode_000004,17,alignment,278.9977998486433,42.88789262091388,275.68170230706386,0.15372125745859153
original_P0_raw,episode_000004_000018,episode_000004,18,alignment,278.36693772692576,44.47780004823757,274.79060632113163,0.15978118813761458
original_P0_raw,episode_000004_000019,episode_000004,19,descent_to_grasp,281.5014974613313,45.245980630636055,277.84149133947585,0.16073087013276477
original_P0_raw,episode_000004_000020,episode_000004,20,descent_to_grasp,278.4323775627845,37.19125983460421,275.9373100310647,0.13357376092591045
original_P0_raw,episode_000004_000021,episode_000004,21,descent_to_grasp,292.01548731088934,40.854737250671974,289.1434510300981,0.13990606329443298
original_P0_raw,episode_000004_000022,episode_000004,22,descent_to_grasp,303.5911004438409,75.17759283554014,294.1358288344962,0.24762778858020804
original_P0_raw,episode_000004_000023,episode_000004,23,descent_to_grasp,313.5887601665843,105.06427564336879,295.4647330669935,0.33503839738247204
original_P0_raw,episode_000004_000024,episode_000004,24,descent_to_grasp,329.36897860905515,111.7847161424359,309.81946566819727,0.3393905419220396
original_P0_raw,episode_000004_000025,episode_000004,25,descent_to_grasp,309.5639539995223,95.39062328935606,294.5003745401464,0.3081451249634292
